category,Median Home Price (NSA),CPI-Adjusted Price
Tue Feb 15 2011,170513.63,243166.59
Tue Mar 15 2011,169562.11,239474.51
Fri Apr 15 2011,171465.15,240612.78
Sun May 15 2011,172714.61,241231.32
Wed Jun 15 2011,174175.53,243532.61
Fri Jul 15 2011,174521.53,243800.37
Mon Aug 15 2011,173397.01,241563.32
Thu Sep 15 2011,173560.4,241424.35
Sat Oct 15 2011,171945.71,239672.67
Tue Nov 15 2011,172080.27,240062.74
Thu Dec 15 2011,171099.92,239285.29
Sun Jan 15 2012,169331.44,235774.6
Wed Feb 15 2012,169898.51,235527.16
Thu Mar 15 2012,172445.5,237256.15
Sun Apr 15 2012,174867.54,239863.83
Tue May 15 2012,177616.36,243920.59
Fri Jun 15 2012,179509.78,246882.86
Sun Jul 15 2012,179875.01,247789.01
Wed Aug 15 2012,180259.46,246944.33
Sat Sep 15 2012,180057.63,245572.04
Mon Oct 15 2012,180009.57,245602.01
Thu Nov 15 2012,180259.46,247113.8
Sat Dec 15 2012,179711.62,247028.04
Tue Jan 15 2013,179836.57,246470.91
Fri Feb 15 2013,181134.09,246232.54
Fri Mar 15 2013,184411.53,250034.16
Mon Apr 15 2013,186852.8,253607.81
Wed May 15 2013,190216.74,257714.71
Sat Jun 15 2013,192667.62,260410.38
Mon Jul 15 2013,193647.97,261632.34
Thu Aug 15 2013,193196.24,260708.4
Sun Sep 15 2013,193109.74,260288.96
Tue Oct 15 2013,192619.56,260298.6
Fri Nov 15 2013,191966,259946.32
Sun Dec 15 2013,191744.94,259669.26
Wed Jan 15 2014,191331.65,258149.19
Sat Feb 15 2014,192321.61,258528.85
Sat Mar 15 2014,194657.15,259994.03
Tue Apr 15 2014,196771.63,261954.64
Thu May 15 2014,199087.95,264115.82
Sun Jun 15 2014,201346.6,266615.73
Tue Jul 15 2014,202038.61,267636.5
Fri Aug 15 2014,201663.77,267586.96
Mon Sep 15 2014,200779.53,266213.32
Wed Oct 15 2014,200712.26,266794.39
Sat Nov 15 2014,200981.37,268602.4
Mon Dec 15 2014,200933.32,270069.5
Thu Jan 15 2015,200068.3,270178.28
Sun Feb 15 2015,201952.11,271542.91
Sun Mar 15 2015,204499.1,273340.72
Wed Apr 15 2015,206719.3,275747.76
Fri May 15 2015,209794.91,278431.16
Mon Jun 15 2015,211784.44,280090.46
Wed Jul 15 2015,212534.12,281063.09
Sat Aug 15 2015,211842.11,280545.28
Tue Sep 15 2015,211659.5,280740.49
Thu Oct 15 2015,211726.78,280956.07
Sun Nov 15 2015,211899.78,281780.39
Tue Dec 15 2015,211621.05,282374.64
Fri Jan 15 2016,211534.55,281793.39
Mon Feb 15 2016,212216.95,282469.94
Tue Mar 15 2016,215811.57,286022.92
Fri Apr 15 2016,218329.72,287994.91
Sun May 15 2016,221097.77,290471.02
Wed Jun 15 2016,223308.36,292414.82
Fri Jul 15 2016,224240.66,294111.55
Mon Aug 15 2016,224163.77,293740.92
Thu Sep 15 2016,224163.77,293036.46
Sat Oct 15 2016,224192.6,292709.21
Tue Nov 15 2016,224346.38,293366.31
Thu Dec 15 2016,224413.66,293358.27
Sun Jan 15 2017,223683.2,290709.22
Wed Feb 15 2017,225605.46,292287.91
Wed Mar 15 2017,229046.29,296504.75
Sat Apr 15 2017,232169.96,299659.75
Mon May 15 2017,235014.9,303072.64
Thu Jun 15 2017,236716.09,304989.82
Sat Jul 15 2017,237734.89,306513.93
Tue Aug 15 2017,238263.51,306278.35
Fri Sep 15 2017,238100.12,304456.25
Sun Oct 15 2017,237859.83,304341.35
Wed Nov 15 2017,238628.74,305317.75
Fri Dec 15 2017,238292.34,305066.66
Mon Jan 15 2018,239215.02,304588.58
Thu Feb 15 2018,241790.85,306478.55
Thu Mar 15 2018,244703.06,309470.13
Sun Apr 15 2018,246788.71,310872.06
Tue May 15 2018,249681.7,313213.64
Fri Jun 15 2018,251373.29,314833.85
Sun Jul 15 2018,252132.58,315763.53
Wed Aug 15 2018,252430.53,315961.14
Sat Sep 15 2018,251632.79,314597.06
Mon Oct 15 2018,251344.45,313682.37
Thu Nov 15 2018,251853.85,315374.41
Sat Dec 15 2018,251104.17,315443.16
Tue Jan 15 2019,251757.74,315662.35
Fri Feb 15 2019,253564.66,316589.69
Fri Mar 15 2019,256524.93,318489.04
Mon Apr 15 2019,259273.75,320206.35
Wed May 15 2019,262080.25,322984.85
Sat Jun 15 2019,263531.55,324708.76
Mon Jul 15 2019,264242.78,325041.97
Thu Aug 15 2019,264281.23,325105.74
Sun Sep 15 2019,264704.12,325371.04
Tue Oct 15 2019,264819.46,324770.33
Fri Nov 15 2019,265261.58,325487.08
Sun Dec 15 2019,265790.2,326432.7
Wed Jan 15 2020,266770.55,326370.48
Sat Feb 15 2020,270028.77,329453.72
Sun Mar 15 2020,272719.93,333462.89
Wed Apr 15 2020,274940.13,338440.73
Fri May 15 2020,275632.14,339285.95
Mon Jun 15 2020,278948.03,341498.9
Wed Jul 15 2020,282523.43,344135.33
Sat Aug 15 2020,286166.1,347476.71
Tue Sep 15 2020,289693.44,351270.55
Thu Oct 15 2020,292807.49,354899.26
Sun Nov 15 2020,294816.25,357552.32
Tue Dec 15 2020,296873.06,359708.16
Fri Jan 15 2021,299669.94,361559.02
Mon Feb 15 2021,304110.35,364918.78
Mon Mar 15 2021,311184.25,370780.8
Thu Apr 15 2021,318238.93,376095.46
Sat May 15 2021,325399.33,381499.12
Tue Jun 15 2021,331723.55,385333.65
Thu Jul 15 2021,336087.06,388533.3
Sun Aug 15 2021,338355.33,390349.11
Wed Sep 15 2021,340671.64,391956.81
Fri Oct 15 2021,343516.58,391973.47
Mon Nov 15 2021,346409.57,393341.89
Wed Dec 15 2021,349110.34,395194.33
Sat Jan 15 2022,353521.92,396848.94
Tue Feb 15 2022,361047.55,401628.43
Tue Mar 15 2022,368553.95,404576.87
Fri Apr 15 2022,376454.42,410955.37
Sun May 15 2022,382096.24,412566.32
Wed Jun 15 2022,383384.15,408347.83
Fri Jul 15 2022,380712.21,405549.82
Mon Aug 15 2022,377079.15,401822.14
Thu Sep 15 2022,376771.59,400632.72
Sat Oct 15 2022,375483.68,397650.18
Tue Nov 15 2022,373609.48,396065.38
Thu Dec 15 2022,371619.95,395169.47
Sun Jan 15 2023,371658.39,392075.56
Wed Feb 15 2023,377069.54,395575.83
Wed Mar 15 2023,382259.63,399697.35
Sat Apr 15 2023,387978.34,403634.93
Mon May 15 2023,393341.43,408186.46
Thu Jun 15 2023,396176.76,409805.57
Sat Jul 15 2023,398166.29,411079.4
Tue Aug 15 2023,398791.02,409934.14
Fri Sep 15 2023,399809.82,409962.6
Sun Oct 15 2023,399627.2,409932.5
Wed Nov 15 2023,399261.97,410384.84
Fri Dec 15 2023,397224.38,408696.45
Mon Jan 15 2024,396455.48,405695.31
Thu Feb 15 2024,404538.56,411420.22
Fri Mar 15 2024,408498.41,412779.16
Mon Apr 15 2024,414236.34,416953.9
Wed May 15 2024,417129.34,419169.37
Sat Jun 15 2024,418052.02,419954.83
Mon Jul 15 2024,417706.01,419120.32
Thu Aug 15 2024,416629.55,417700.25
Sun Sep 15 2024,417888.63,418291.54
Tue Oct 15 2024,417590.68,417512.63
Fri Nov 15 2024,416110.54,416258.26
